#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.ConceptLayer|identifier


#Text=Prefrontal cortical responses in children with prenatal alcohol-related neurodevelopmental impairment: A functional near-infrared spectroscopy study
#Text=Objective
#Text=Disruption in the neural activation of the prefrontal cortex (PFC) in modulating arousal was explored in children with heavy prenatal alcohol exposure (PAE), who have known neurobehavioral impairment.
2-10	419-432	near-infrared	http://maven.renci.org/NeuroBridge/neurobridge#FunctionalNearInfraredSpectroscopy[4]
2-11	433-445	spectroscopy	http://maven.renci.org/NeuroBridge/neurobridge#FunctionalNearInfraredSpectroscopy[4]
2-12	446-447	(	_
2-13	447-452	fNIRS	_
2-14	452-453	)	_
2-15	454-457	was	_
2-16	458-462	used	_
2-17	463-465	to	_
2-18	466-473	measure	_
2-19	474-477	PFC	_
2-20	478-488	activation	_
2-21	488-489	,	_
2-22	490-502	specifically	_
2-23	503-509	levels	_
2-24	510-512	of	_
2-25	513-523	oxygenated	_
2-26	524-525	(	_
2-27	525-528	HBO	_
2-28	528-529	)	_
2-29	530-533	and	_
2-30	534-546	deoxygenated	_
2-31	547-548	(	_
2-32	548-551	HBR	_
2-33	551-552	)	_
2-34	553-563	hemoglobin	_
2-35	563-564	,	_
2-36	565-567	in	_
2-37	568-576	children	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[5]
2-38	577-581	with	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[5]
2-39	582-585	PAE	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[5]
2-40	586-587	(	_
2-41	587-588	n	_
2-42	588-589	=	_
2-43	589-591	18	_
2-44	591-592	)	_
2-45	593-601	relative	_
2-46	602-604	to	_
2-47	605-614	typically	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[6]
2-48	615-625	developing	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[6]
2-49	626-634	Controls	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[6]
2-50	635-636	(	_
2-51	636-637	n	_
2-52	637-638	=	_
2-53	638-640	12	_
2-54	640-641	)	_
2-55	642-645	and	_
2-56	646-647	a	_
2-57	648-656	Clinical	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-58	657-665	Contrast	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-59	666-671	group	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-60	672-676	with	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-61	677-682	other	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-62	683-701	neurodevelopmental	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-63	702-704	or	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-64	705-715	behavioral	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-65	716-724	problems	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[7]
2-66	725-726	(	_
2-67	726-727	n	_
2-68	727-728	=	_
2-69	728-730	14	_
2-70	730-731	)	_
2-71	731-732	.	_

#Text=Results
#Text=Children with PAE had less activation during conditions with positive emotional arousal, as indicated by lower levels of HBO in the medial areas of the PFC and higher levels of HBR in all areas of the PFC sampled relative to both other groups.
3-1	733-740	Results	_
3-2	741-749	Children	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[8]
3-3	750-754	with	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[8]
3-4	755-758	PAE	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[8]
3-5	759-762	had	_
3-6	763-767	less	_
3-7	768-778	activation	_
3-8	779-785	during	_
3-9	786-796	conditions	_
3-10	797-801	with	_
3-11	802-810	positive	_
3-12	811-820	emotional	_
3-13	821-828	arousal	_
3-14	828-829	,	_
3-15	830-832	as	_
3-16	833-842	indicated	_
3-17	843-845	by	_
3-18	846-851	lower	_
3-19	852-858	levels	_
3-20	859-861	of	_
3-21	862-865	HBO	_
3-22	866-868	in	_
3-23	869-872	the	_
3-24	873-879	medial	_
3-25	880-885	areas	_
3-26	886-888	of	_
3-27	889-892	the	_
3-28	893-896	PFC	_
3-29	897-900	and	_
3-30	901-907	higher	_
3-31	908-914	levels	_
3-32	915-917	of	_
3-33	918-921	HBR	_
3-34	922-924	in	_
3-35	925-928	all	_
3-36	929-934	areas	_
3-37	935-937	of	_
3-38	938-941	the	_
3-39	942-945	PFC	_
3-40	946-953	sampled	_
3-41	954-962	relative	_
3-42	963-965	to	_
3-43	966-970	both	_
3-44	971-976	other	_
3-45	977-983	groups	_
3-46	983-984	.	_

#Text=Children in the Control group demonstrated greater differentiation of PFC activity than did children with PAE.
4-1	985-993	Children	_
4-2	994-996	in	_
4-3	997-1000	the	_
4-4	1001-1008	Control	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[9]
4-5	1009-1014	group	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[9]
4-6	1015-1027	demonstrated	_
4-7	1028-1035	greater	_
4-8	1036-1051	differentiation	_
4-9	1052-1054	of	_
4-10	1055-1058	PFC	_
4-11	1059-1067	activity	_
4-12	1068-1072	than	_
4-13	1073-1076	did	_
4-14	1077-1085	children	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[10]
4-15	1086-1090	with	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[10]
4-16	1091-1094	PAE	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[10]
4-17	1094-1095	.	_

#Text=Children in the Clinical Contrast group demonstrated the greatest differences in PFC activity between valences of task conditions.
5-1	1096-1104	Children	_
5-2	1105-1107	in	_
5-3	1108-1111	the	_
5-4	1112-1120	Clinical	_
5-5	1121-1129	Contrast	_
5-6	1130-1135	group	_
5-7	1136-1148	demonstrated	_
5-8	1149-1152	the	_
5-9	1153-1161	greatest	_
5-10	1162-1173	differences	_
5-11	1174-1176	in	_
5-12	1177-1180	PFC	_
5-13	1181-1189	activity	_
5-14	1190-1197	between	_
5-15	1198-1206	valences	_
5-16	1207-1209	of	_
5-17	1210-1214	task	_
5-18	1215-1225	conditions	_
5-19	1225-1226	.	_

#Text=Conclusions: Specific patterns of PFC activation differentiated children with PAE from typically developing children and children with other clinical problems.
6-1	1227-1238	Conclusions	_
6-2	1238-1239	:	_
6-3	1240-1248	Specific	_
6-4	1249-1257	patterns	_
6-5	1258-1260	of	_
6-6	1261-1264	PFC	_
6-7	1265-1275	activation	_
6-8	1276-1290	differentiated	_
6-9	1291-1299	children	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[11]
6-10	1300-1304	with	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[11]
6-11	1305-1308	PAE	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[11]
6-12	1309-1313	from	_
6-13	1314-1323	typically	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[12]
6-14	1324-1334	developing	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[12]
6-15	1335-1343	children	http://maven.renci.org/NeuroBridge/neurobridge#NoKnownDisorder[12]
6-16	1344-1347	and	_
6-17	1348-1356	children	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[13]
6-18	1357-1361	with	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[13]
6-19	1362-1367	other	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[13]
6-20	1368-1376	clinical	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[13]
6-21	1377-1385	problems	http://maven.renci.org/NeuroBridge/neurobridge#NeurodevelopmentalDisorder[13]
6-22	1385-1386	.	_

#Text=Significance
#Text=FNIRS assessments of PFC activity provide new insights regarding the mechanisms of commonly seen neurobehavioral dysfunction in children with PAE.
#Text=1.
7-1	1387-1399	Significance	_
7-2	1400-1405	FNIRS	http://maven.renci.org/NeuroBridge/neurobridge#FunctionalNearInfraredSpectroscopy
7-3	1406-1417	assessments	_
7-4	1418-1420	of	_
7-5	1421-1424	PFC	_
7-6	1425-1433	activity	_
7-7	1434-1441	provide	_
7-8	1442-1445	new	_
7-9	1446-1454	insights	_
7-10	1455-1464	regarding	_
7-11	1465-1468	the	_
7-12	1469-1479	mechanisms	_
7-13	1480-1482	of	_
7-14	1483-1491	commonly	_
7-15	1492-1496	seen	_
7-16	1497-1512	neurobehavioral	_
7-17	1513-1524	dysfunction	_
7-18	1525-1527	in	_
7-19	1528-1536	children	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[14]
7-20	1537-1541	with	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[14]
7-21	1542-1545	PAE	http://maven.renci.org/NeuroBridge/neurobridge#AlcoholRelatedNeurodevelopmentalDisorder[14]
7-22	1545-1546	.	_
7-23	1547-1548	1	_
7-24	1548-1549	.	_

#Text=Introduction
#Text=Fetal Alcohol Spectrum Disorders (FASDS) is a term that refers to a cluster of physical and neurobehavioral abnormalities, including facial dysmorphology, growth retardation, and disruption to brain development, that have been investigated for over four decades in human and animal model studies of prenatal alcohol exposure (PAE).
8-1	1550-1562	Introduction	_
8-2	1563-1568	Fetal	_
8-3	1569-1576	Alcohol	_
8-4	1577-1585	Spectrum	_
8-5	1586-1595	Disorders	_
8-6	1596-1597	(	_
8-7	1597-1602	FASDS	_
8-8	1602-1603	)	_
8-9	1604-1606	is	_
8-10	1607-1608	a	_
8-11	1609-1613	term	_
8-12	1614-1618	that	_
8-13	1619-1625	refers	_
8-14	1626-1628	to	_
8-15	1629-1630	a	_
8-16	1631-1638	cluster	_
8-17	1639-1641	of	_
8-18	1642-1650	physical	_
8-19	1651-1654	and	_
8-20	1655-1670	neurobehavioral	_
8-21	1671-1684	abnormalities	_
8-22	1684-1685	,	_
8-23	1686-1695	including	_
8-24	1696-1702	facial	_
8-25	1703-1716	dysmorphology	_
8-26	1716-1717	,	_
8-27	1718-1724	growth	_
8-28	1725-1736	retardation	_
8-29	1736-1737	,	_
8-30	1738-1741	and	_
8-31	1742-1752	disruption	_
8-32	1753-1755	to	_
8-33	1756-1761	brain	_
8-34	1762-1773	development	_
8-35	1773-1774	,	_
8-36	1775-1779	that	_
8-37	1780-1784	have	_
8-38	1785-1789	been	_
8-39	1790-1802	investigated	_
8-40	1803-1806	for	_
8-41	1807-1811	over	_
8-42	1812-1816	four	_
8-43	1817-1824	decades	_
8-44	1825-1827	in	_
8-45	1828-1833	human	_
8-46	1834-1837	and	_
8-47	1838-1844	animal	_
8-48	1845-1850	model	_
8-49	1851-1858	studies	_
8-50	1859-1861	of	_
8-51	1862-1870	prenatal	_
8-52	1871-1878	alcohol	_
8-53	1879-1887	exposure	_
8-54	1888-1889	(	_
8-55	1889-1892	PAE	_
8-56	1892-1893	)	_
8-57	1893-1894	.	_
